Text,Label
,ham	Thanks for ve lovely wisheds. You rock
,ham	Oh great. I.ll disturb him more so that we can talk.
,"ham	No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
,ham	Dont put your phone on silent mode ok
,ham	Tell where you reached
,"ham	K will do, addie &amp; I are doing some art so I'll be here when you get home"
,ham	Yes there were many sweets
,ham	U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
,ham	U studying in sch or going home? Anyway i'll b going 2 sch later.
,ham	How abt making some of the pics bigger?
,spam	Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
,ham	 what number do u live at? Is it 11?
,ham	Apart from the one i told you about yesterday?
,"ham	Haha... Sounds crazy, dunno can tahan anot..."
,"ham	He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
,"spam	pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
,ham	Does she usually take fifteen fucking minutes to respond to a yes or no question
,ham	Then why no one talking to me
,"ham	Sorry, I'll call later"
,ham	Yes da. Any plm at ur office
,ham	Senthil group company Apnt 5pm.
,ham	I want to be there so i can kiss you and feel you next to me
,ham	R u here yet? I'm wearing blue shirt n black pants.
,ham	I just really need shit before tomorrow and I know you won't be awake before like 6
,spam	4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
,"ham	Nope, I'm still in the market"
,ham	Full heat pa:-) i have applyed oil pa.
,ham	Oh k. . I will come tomorrow
,"ham	Its ok., i just askd did u knw tht no?"
,ham	True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
,"ham	All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
,ham	I HAVE A DATE ON SUNDAY WITH WILL!!
,"ham	Damn, can you make it tonight or do you want to just wait til tomorrow"
,ham	Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
,ham	I'm in inside office..still filling forms.don know when they leave me.
,ham	Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
,ham	Yup song bro. No creative. Neva test quality. He said check review online.
,ham	If You mean the website. Yes.
,ham	Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
,"spam	Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
,ham	yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
,ham	Still chance there. If you search hard you will get it..let have a try :)
,ham	Thank You meet you monday
,ham	I think if he rule tamilnadu..then its very tough for our people.
,"ham	Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
,ham	I'm reaching home in 5 min.
,ham	Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
,ham	Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
,ham	But i dint slept in afternoon.
,"ham	K, want us to come by now?"
,ham	Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
,"ham	The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
,ham	Ok.
,ham	IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
,ham	I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
,ham	K I'll call you when I'm close
,ham	Really do hope the work doesnt get stressful. Have a gr8 day.
,"ham	Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
,"spam	Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
,ham	watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
,"ham	Sir, waiting for your letter."
,"ham	Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
,ham	But i'm really really broke oh. No amount is too small even  &lt;#&gt;
,ham	Eh den sat u book e kb liao huh...
,ham	Well boy am I glad G wasted all night at applebees for nothing
,ham	I'm still pretty weak today .. Bad day ?
,ham	i cant talk to you now.i will call when i can.dont keep calling.
,ham	Where did u go? My phone is gonna die you have to stay in here
,ham	What happen to her tell the truth
,spam	Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
,ham	K then 2marrow are you coming to class.
,ham	I sent lanre fakeye's Eckankar details to the mail box
,ham	Just haven't decided where yet eh ?
,ham	You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
,ham	It should take about  &lt;#&gt;  min
,ham	I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
,ham	Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
,ham	Am going to take bath ill place the key in window:-)
,"ham	Good stuff, will do."
,"ham	I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
,ham	Excellent! Are you ready to moan and scream in ecstasy?
,ham	Oh...i asked for fun. Haha...take care. ü
,"ham	HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
,ham	First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
,ham	i am going to bed now prin
,"ham	(And my man carlos is definitely coming by mu tonight, no excuses)"
,ham	Detroit. The home of snow. Enjoy it.
,ham	Arun can u transfr me d amt
,ham	My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
,ham	I guess it is useless calling u 4 something important.
,"spam	Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
,"ham	K, if u bored up just come to my home.."
,ham	U attend ur driving lesson how many times a wk n which day?
,"ham	Ya ok, then had dinner?"
,"ham	Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
,"ham	That's good, because I need drugs"
,ham	Don know..he is watching film in computer..
,ham	Speaking of does he have any cash yet?
,ham	Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
,ham	I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
,ham	I was gonna ask you lol but i think its at 7
,"ham	Sorry, I'll call later"
,spam	it to 80488. Your 500 free text messages are valid until 31 December 2005.
,ham	Sent me ur email id soon
,ham	Well. Balls. Time to make calls
,ham	Got meh... When?
,"ham	Sorry sir, i will call you tomorrow.  senthil.hsbc"
,"ham	Sorry, I'll call later In meeting."
,ham	Can you open the door?
,ham	I'm very happy for you babe ! Woo hoo party on dude!
,ham	Yes.i'm in office da:)
,ham	Then we gotta do it after that
,ham	I thank you so much for all you do with selflessness. I love you plenty.
,ham	Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
,ham	Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
,ham	Its normally hot mail. Com you see!
,"spam	You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
,ham	Fine if thats the way u feel. Thats the way its gota b
,ham	Why didn't u call on your lunch?
,"ham	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
,ham	Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
,ham	No..but heard abt tat..
,"ham	Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
,"ham	Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
,ham	I doubt you could handle 5 times per night in any case...
,ham	Then get some cash together and I'll text jason
,ham	I surely dont forgot to come:)i will always be in touch in with you:-)
,ham	I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
,"ham	K, wat s tht incident?"
,ham	Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
,"ham	I'm a guy, browsin is compulsory"
,spam	Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
,spam	SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
,ham	Most of the tiime when i don't let you hug me it's so i don't break into tears.
,ham	Take us out shopping and Mark will distract Isaiah.=D
,ham	Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
,ham	No let me do the math. Your not good at it.
,"ham	Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
,spam	Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
,ham	Give me a sec to think think about it
,ham	I am sorry it hurt you.
,"ham	Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
,ham	Kothi print out marandratha.
,"spam	You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
,ham	Ü predict wat time ü'll finish buying?
,"ham	I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
,"spam	Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
,"ham	Alright, see you in a bit"
,ham	Cheers for the card ... Is it that time of year already?
,"ham	You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
,"ham	Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
,ham	He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
,ham	Try to do something dear. You read something for exams
,spam	Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
,ham	Guess who spent all last night phasing in and out of the fourth dimension
,ham	I hope you know I'm still mad at you.
,ham	Yup...
,ham	I cant pick the phone right now. Pls send a message
,ham	Printer is cool. I mean groovy. Wine is groovying
,"ham	Aight I'll grab something to eat too, text me when you're back at mu"
,ham	Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
,ham	Having lunch:)you are not in online?why?
,ham	I cant wait to see you! How were the photos were useful? :)
,"ham	Aight, sounds good. When do you want me to come down?"
,ham	How much is torch in 9ja.
,ham	HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
,ham	Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
,"ham	'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
,ham	I am in hospital da. . I will return home in evening
,ham	Can u get pic msgs to your phone?
,ham	No da. I am happy that we sit together na
,ham	Die... Now i have e toot fringe again...
,ham	Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
,ham	ARE YOU IN TOWN? THIS IS V. IMPORTANT
,ham	Cos i want it to be your thing
,"spam	FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
,ham	Holy living christ what is taking you so long
,spam	Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
,ham	I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
,"ham	""Hi darlin did youPhone me? Im atHome if youwanna chat."""
,ham	Rofl. Its true to its name
,"ham	Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
,"ham	Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff."
,ham	Please dont say like that. Hi hi hi
,spam	FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
,"ham	Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
,ham	Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
,"ham	wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
,ham	Where are you?when wil you reach here?
,ham	Nope i'm not drivin... I neva develop da photos lei...
,ham	Hope you are not scared!
,ham	Jay's getting really impatient and belligerent
,"ham	Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june."
,ham	Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
,ham	Thanx but my birthday is over already.
,"ham	Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
,spam	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
,"ham	A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
,"spam	You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
,ham	I just saw ron burgundy captaining a party boat so yeah
,ham	Yes fine
,ham	Ok...
,ham	Ryder unsold.now gibbs.
,ham	If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
,ham	1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
,ham	Are you wet right now?
,ham	Oh:)as usual vijay film or its different?
,ham	Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
,ham	Well you told others you'd marry them...
,ham	When can ü come out?
,ham	The battery is for mr adewale my uncle. Aka Egbon
,ham	Dear we got  &lt;#&gt;  dollars hi hi
,"ham	Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
,"ham	7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
,ham	Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
,ham	Finish liao... U?
,ham	Neva mind it's ok..
,ham	How come?
,"ham	Just sent you an email – to an address with incomm in it, is that right?"
,ham	Jay is snickering and tells me that x is totally fucking up the chords as we speak
,ham	How much is blackberry bold2 in nigeria.
,ham	Yeah jay's sort of a fucking retard
,"ham	Aight, lemme know what's up"
,"ham	Babe, I'm back ... Come back to me ..."
,ham	Hmmm.but you should give it on one day..
,"spam	URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
,ham	Anything lar...
,ham	Just sleeping..and surfing
,ham	Just normal only here :)
,"ham	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
,ham	U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
,ham	Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
,ham	Lol u still feeling sick?
,"ham	Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
,ham	Good evening! this is roger. How are you?
,ham	K go and sleep well. Take rest:-).
,ham	I sent you  &lt;#&gt;  bucks
,ham	Gud mrng dear hav a nice day
,ham	Long beach lor. Expected... U having dinner now?
,ham	Yes:)here tv is always available in work place..
,ham	K. I will sent it again
,ham	He remains a bro amongst bros
,ham	Wat's da model num of ur phone?
,ham	A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
,ham	I'm serious. You are in the money base
,ham	I not free today i haf 2 pick my parents up tonite...
,ham	Depends on where u going lor.
,ham	Oh yeah I forgot. U can only take 2 out shopping at once.
,ham	Anything lor. Juz both of us lor.
,spam	Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
,"ham	Get the door, I'm here"
,ham	What Today-sunday..sunday is holiday..so no work..
,ham	I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
,"ham	Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
,ham	Bugis oso near wat...
,"ham	Didn't try, g and I decided not to head out"
,"ham	Sorry, I'll call later"
,ham	Wait . I will msg after  &lt;#&gt;  min.
,ham	Haf u eaten? Wat time u wan me 2 come?
,ham	You always make things bigger than they are
,ham	Hey they r not watching movie tonight so i'll prob b home early...
,ham	LOL ... No just was busy
,ham	Am i that much bad to avoid like this?
,"ham	Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!"
,ham	Are you still playing with gautham?
,ham	No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
,ham	Havent still waitin as usual... Ü come back sch oredi?
,ham	The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
,"ham	That's cool, I'll come by like  &lt;#&gt; ish"
,ham	You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
,ham	Back in brum! Thanks for putting us up and keeping us all and happy. See you soon
,ham	I've got it down to a tea. not sure which flavour
,"ham	Hi elaine, is today's meeting confirmed?"
,ham	Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
,"ham	""ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX"""
,"ham	He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
,"ham	Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
,ham	I liked your new house
,"ham	Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
,"ham	Aight, I'll text you when I'm back"
,ham	As in i want custom officer discount oh.
,ham	If you r @ home then come down within 5 min
,ham	What is the plural of the noun research?
,ham	Anything lor if they all go then i go lor...
,spam	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
,ham	Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
,"ham	""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX"""
,ham	Thats cool! I am a gentleman and will treat you with dignity and respect.
,ham	ITS A LAPTOP TAKE IT WITH YOU.
,spam	Filthy stories and GIRLS waiting for your
,ham	Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?
,ham	Small problem in auction:)punj now asking tiwary
,ham	She.s find. I sent you an offline message to know how anjola's now.
,"ham	I'm back &amp; we're packing the car now, I'll let you know if there's room"
,ham	My uncles in Atlanta. Wish you guys a great semester.
,"spam	Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
,ham	Ya just telling abt tht incident..
,ham	HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
,"ham	K so am I, how much for an 8th? Fifty?"
,ham	You'll never believe this but i have actually got off at taunton. Wow
,ham	Well good morning mr . Hows london treatin' ya treacle?
"eam news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",spam	England v Macedonia - dont miss the goals
,ham	Merry christmas to u too annie!
,ham	Still i have not checked it da. . .
,ham	Crucify is c not s. You should have told me earlier.
,ham	Wat's my dear doing? Sleeping ah?
,ham	How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
,ham	S:-)kallis wont play in first two odi:-)
,ham	No b4 Thursday
,ham	Well then you have a great weekend!
,ham	Sitting ard nothing to do lor. U leh busy w work?
,ham	You do your studies alone without anyones help. If you cant no need to study.
,ham	Smith waste da.i wanna gayle.
,ham	here is my new address -apples&pairs&all that malarky
,"ham	Aight, can you text me the address?"
,"spam	Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
,ham	In which place i can get rooms cheap:-)
,"ham	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
,ham	Hi:)cts employee how are you?
,"ham	Cool, text me when you head out"
,ham	Also track down any lighters you can find
,ham	Hey i've booked the pilates and yoga lesson already... Haha
,ham	But i juz remembered i gotta bathe my dog today..
,"ham	Call me, i am senthil from hsbc."
,ham	Aiyar sorry lor forgot 2 tell u...
,"ham	Greetings me, ! Consider yourself excused."
,spam	You have 1 new message. Please call 08718738034.
,ham	THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
,ham	Lol no ouch but wish i'd stayed out a bit longer
,ham	COME BACK TO TAMPA FFFFUUUUUUU
,"spam	Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
,ham	Unlimited texts. Limited minutes.
,ham	Hey leave it. not a big deal:-) take care.
,ham	Yo sorry was in the shower sup
,ham	Hey come online! Use msn... We are all there
,ham	I donno its in your genes or something
,"ham	Arms fine, how's Cardiff and uni?"
,ham	Realy sorry-i don't recognise this number and am now confused :) who r u please?!
,ham	Please ask mummy to call father
,ham	I'm at home n ready...
,ham	No. Yes please. Been swimming?
,ham	Ding me on ya break fassyole! Blacko from londn
,"ham	That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
,spam	Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
,"ham	its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
,ham	Tell me whos this pls:-)
,"ham	Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
,spam	Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
,ham	Y so late but i need to go n get da laptop...
one. 16 reply HL 4info,spam	No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p
,ham	either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
,ham	Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
,ham	Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
,ham	The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
,"ham	Yes, i'm small kid.. And boost is the secret of my energy.."
,ham	Im done. Just studyn in library
,spam	You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
,ham	Sir send to group mail check it.
,ham	No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
,"spam	SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
,"spam	Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
,"ham	It could work, we'll reach a consensus at the next meeting"
,ham	My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
,"ham	""Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?"""
,ham	I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
,ham	You do got a shitload of diamonds though
,ham	How much did ur hdd casing cost.
,ham	Do u noe wat time e place dat sells 4d closes?
,ham	Every day i use to sleep after  &lt;#&gt;  so only.
,ham	K..k:)how much does it cost?
,"ham	Coffee cake, i guess..."
,ham	Ok i msg u b4 i leave my house.
,ham	U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
,ham	Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
,"ham	1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
,ham	I can make lasagna for you... vodka...
,"ham	awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
,ham	Go where n buy? Juz buy when we get there lar.
,spam	Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
,ham	Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
,ham	Please leave this topic..sorry for telling that..
,"ham	And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
,ham	Hi. I'm always online on yahoo and would like to chat with you someday
,"ham	Nothing much, chillin at home. Any super bowl plan?"
,"ham	Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
,ham	Yar... I tot u knew dis would happen long ago already.
,ham	All done? All handed in? Celebrations in full swing yet?
