Preprocessed,Label
"['oooh', 'got', 'plenty']",ham
"['u', 'wana', 'see']",ham
"['think', 'u', 'wrong', 'number']",ham
"['senthil', 'group', 'company', 'apnt', '5pm']",ham
"['called', 'said', 'choose', 'future']",ham
"['yeah', 'gang', 'ready']",ham
"['love', 'give', 'massage', 'use', 'lot', 'baby', 'oil', 'fave', 'position']",ham
"['taking', 'part', 'mobile', 'survey', 'yesterday', '500', 'text', '2', 'use', 'however', 'wish', '2', 'get', 'txts', 'send', 'txt', '80160', 'c', 'www', 'txt43', 'com', '1', '50p']",spam
"['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']",ham
"['dear', 'got', 'train', 'seat', 'mine', 'lower', 'seat']",ham
"['r', 'ü', 'going', '4', 'today', 'meeting']",ham
"['whore', 'unbelievable']",ham
"['sent', 'score', 'sophas', 'secondary', 'application', 'school', 'think', 'thinking', 'applying', 'research', 'cost', 'also', 'contact', 'joke', 'ogunrinde', 'school', 'one', 'le', 'expensive', 'one']",ham
"['get', '3', 'lion', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'lionp', '4', 'poly', '4', 'go', '2', 'www', 'ringtones', 'co', 'uk', 'original', 'n', 'best', 'tone', '3gbp', 'network', 'operator', 'rate', 'apply']",spam
"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'liverpool', 'played', 'mid', 'week', 'txt', 'ansr', '82277', '1', '50', 'sp', 'tyrone']",spam
"['way', 'going', 'back']",ham
"['nan', 'sonathaya', 'soladha', 'bos']",ham
"['oic', 'better', 'quickly', 'go', 'bathe', 'n', 'settle']",ham
"['sound', 'great', 'home']",ham
"['hi', 'lucy', 'hubby', 'meetins', 'day', 'fri', 'b', 'alone', 'hotel', 'u', 'fancy', 'cumin', 'pls', 'leave', 'msg', '2day', '09099726395', 'lucy', 'x', 'call', '1', 'minmobsmorelkpobox177hp51fl']",spam
"['yo', 'parent', 'gettin', 'cash', 'good', 'news', 'picked', 'downstem']",ham
"['lt', 'gt', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'update', 'totally', 'see', 'star']",ham
"['fyi', 'taking', 'quick', 'shower', 'epsilon', 'like', 'lt', 'gt', 'min']",ham
"['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'e', 'rest', 'dunno', 'yet', 'r', 'ur', 'goin', '4', 'dinner', 'den', 'might', 'b', 'able', 'join']",ham
"['happy', 'new', 'year', '1', 'man']",ham
"['ü', 'ü', 'wan', 'come', 'come', 'lor', 'din', 'c', 'stripe', 'skirt']",ham
"['trying', 'weekend', 'v']",ham
"['oh', 'ya', 'ya', 'remember', 'da']",ham
"['complimentary', '4', 'star', 'ibiza', 'holiday', '10', '000', 'cash', 'need', 'urgent', 'collection', '09066364349', 'landline', 'lose', 'box434sk38wp150ppm18']",spam
"['got', 'mail', 'panren', 'paru']",ham
"['oi', 'ami', 'parchi', 'na', 'kicchu', 'kaaj', 'korte', 'iccha', 'korche', 'na', 'phone', 'ta', 'tul', 'na', 'plz', 'plz']",ham
"['nowadays', 'people', 'notixiquating', 'laxinorficated', 'opportunity', 'bambling', 'entropication', 'ever', 'oblisingately', 'opted', 'ur', 'book', 'masteriastering', 'amplikater', 'fidalfication', 'champlaxigating', 'think', 'atrocious', 'wotz', 'ur', 'opinion', 'junna']",ham
"['place', 'ur', 'point', 'e', 'culture', 'module', 'already']",ham
"['something', 'u', 'ate']",ham
"['cool', 'lt', 'gt', 'inch', 'long', 'hope', 'like', 'big']",ham
"['wow', 'healthy', 'old', 'airport', 'rd', 'lor', 'cant', 'thk', 'anything', 'else', 'b', 'bathing', 'dog', 'later']",ham
"['hour', 'went', 'hair', 'cut']",ham
"['waited', 'yesterday']",ham
"['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', '85069', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box', '5249', 'mk17', '92h', '450ppw', '16']",spam
"['get', 'free', 'mobile', 'video', 'player', 'free', 'movie', 'collect', 'text', 'go', '89105', 'free', 'extra', 'film', 'ordered', 'c', 'apply', '18', 'yr']",spam
"['hello', 'love', 'go', 'day', 'wish', 'well', 'fine', 'babe', 'hope', 'find', 'job', 'prospect', 'miss', 'boytoy', 'teasing', 'kiss']",ham
"['babe', 'u', 'want', 'dont', 'u', 'baby', 'im', 'nasty', 'thing', '4', 'filthyguys', 'fancy', 'rude', 'time', 'sexy', 'bitch', 'go', 'slo', 'n', 'hard', 'txt', 'xxx', 'slo', '4msgs']",spam
"['maybe', 'could', 'get', 'book', 'tomo', 'return', 'immediately', 'something']",ham
"['sexy', 'sexy', 'cum', 'text', 'im', 'wet', 'warm', 'ready', 'porn', 'u', 'fun', 'msg', 'free', 'recd', 'msg', '150p', 'inc', 'vat', '2', 'cancel', 'text', 'stop']",spam
"['finally', 'happened', 'aftr', 'decade', 'beer', 'cheaper', 'petrol', 'goverment', 'expects', 'u', 'drink', 'drive']",ham
"['ok', 'anybody', 'asks', 'abt', 'u', 'tel', 'p']",ham
"['stupid', 'possible']",ham
"['never', 'lei', 'v', 'lazy', 'got', 'wat', 'dat', 'day', 'ü', 'send', 'da', 'url', 'cant', 'work', 'one']",ham
"['machan', 'go', 'gym', 'tomorrow', 'wil', 'come', 'late', 'goodnight']",ham
"['omg', 'u', 'know', 'ate']",ham
"['decided', 'yet', 'eh']",ham
"['oh', 'got', 'many', 'responsibility']",ham
"['ha', 'say', 'read', 'anything', 'way', 'u', 'seemed', 'like', '2', 'judgemental', 'save', 'friday', 'pub']",ham
"['good', 'morning', 'im', 'suffering', 'fever', 'dysentry', 'able', 'come', 'office', 'today']",ham
"['aight', 'yo', 'dat', 'straight', 'dogg']",ham
"['bank', 'say', 'money']",ham
"['cool', 'breeze', 'bright', 'sun', 'fresh', 'flower', 'twittering', 'bird', 'waiting', 'wish', 'u', 'goodmorning', 'amp', 'nice', 'day']",ham
"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mobile', 'every', 'week', 'txt', 'nokia', '8077', 'get', 'txting', 'tell', 'ur', 'mate', 'www', 'getzed', 'co', 'uk', 'pobox', '36504', 'w45wq', '16', 'norm150p', 'tone']",spam
"['let', 'math', 'good']",ham
"['phone', 'weirdest', 'auto', 'correct']",ham
"['da', 'good', 'good', 'player', 'unsold']",ham
"['funeral', 'home', 'audrey', 'dad']",ham
"['dont', 'kick', 'coco']",ham
"['ok', 'prob']",ham
"['ur', 'chance', 'win', '250', 'cash', 'every', 'wk', 'txt', 'action', '80608', 'c', 'www', 'movietrivia', 'tv', 'custcare', '08712405022', '1x150p', 'wk']",spam
"['luv', 'u', 'soo', 'much', 'u', 'understand', 'special', 'u', 'r', '2', 'ring', 'u', '2morrow', 'luv', 'u', 'xxx']",ham
"['currently', 'message', 'awaiting', 'collection', 'collect', 'message', 'call', '08718723815']",spam
"['oh', 'yah', 'never', 'cancel', 'leh', 'haha']",ham
"['sen', 'told', 'going', 'join', 'uncle', 'finance', 'cbe']",ham
"['ü', 'takin', 'linear', 'algebra', 'today']",ham
"['height', 'confidence', 'aeronautics', 'professor', 'wer', 'calld', 'amp', 'wer', 'askd', '2', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'w', 'made', 'student', 'dey', 'hurried', 'plane', 'bt', '1', 'didnt', 'move', 'said', 'made', 'student', 'wont', 'even', 'start', 'datz', 'confidence']",ham
"['yup', 'ü', 'comin']",ham
"['clothes', 'jewelry', 'trip']",ham
"['wonder', 'get', 'text']",ham
"['finally', 'ready', 'fyi']",ham
"['bring', 'tat', 'cd', 'forget']",ham
"['yeah', 'tote', 'u', 'wanna']",ham
"['blanket', 'sufficient', 'thx']",ham
"['nokia', '7250i', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', '86021', 'hg', 'suite342', '2lands', 'row', 'w1jhl', '16']",spam
"['oh', 'well', 'c', 'u', 'later']",ham
"['k', 'evening', 'da', 'urgent']",ham
"['meet', 'corporation', 'st', 'outside', 'gap', 'see', 'mind', 'working']",ham
"['say', 'hi', 'get', 'as', 'back', 'south', 'tampa', 'preferably', 'kegger']",ham
"['ya', 'cant', 'display', 'internal', 'sub', 'gotta', 'extract']",ham
"['aiyo', 'please', 'ü', 'got', 'time', 'meh']",ham
"['home', 'love', 'still', 'awake', 'loving', 'kiss']",ham
"['500', 'free', 'text', 'msg', 'text', 'ok', '80488', 'credit', 'account']",spam
"['dear', 'got', 'lt', 'gt', 'dollar', 'hi', 'hi']",ham
"['k', 'da', 'many', 'page', 'want']",ham
"['review', 'keep', 'fantastic', 'nokia', 'n', 'gage', 'game', 'deck', 'club', 'nokia', 'go', '2', 'www', 'cnupdates', 'com', 'newsletter', 'unsubscribe', 'alert', 'reply', 'word']",spam
"['waqt', 'se', 'pehle', 'naseeb', 'se', 'zyada', 'kisi', 'ko', 'kuch', 'nahi', 'milta', 'zindgi', 'wo', 'nahi', 'jo', 'hum', 'sochte', 'hai', 'zindgi', 'wo', 'hai', 'jo', 'ham', 'jeetey', 'hai']",ham
"['office', 'whats', 'matter', 'msg', 'call', 'break']",ham
"['donate', '2', '50', 'unicef', 'asian', 'tsunami', 'disaster', 'support', 'fund', 'texting', 'donate', '864233', '2', '50', 'added', 'next', 'bill']",spam
"['management', 'puzzeles']",ham
"['yup', 'ok', 'thanx']",ham
"['ü', 'wan', 'go', 'c', 'doctor']",ham
"['phony', '350', 'award', 'today', 'voda', 'number', 'ending', 'xxxx', 'selected', 'receive', '350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rate', 'app']",spam
"['make', 'cry', 'stuff', 'happens', 'top', 'everything', 'else', 'push', 'edge', 'underdtand', 'often', 'cry', 'sorry', 'sorry', 'life']",ham
"['waiting', 'call', 'sir']",ham
"['wot', 'u', '2', 'thout', 'u', 'gonna', 'call', 'txt', 'bak', 'luv', 'k']",ham
"['sorry', 'completely', 'forgot', 'pop', 'em', 'round', 'week', 'still']",ham
"['call', 'say', 'coming', 'today', 'ok', 'tell', 'fool', 'like', 'ok']",ham
"['yes', 'reg', 'ciao']",ham
"['lt', 'gt', 'min', 'stop', 'somewhere', 'first']",ham
"['take', 'care', 'sleep', 'well', 'need', 'learn', 'change', 'life', 'need', 'get', 'convinced', 'wait', 'conversation', 'u', 'get', 'convinced', 'time', 'family', 'many', 'sens', 'respect', 'overemphasise', 'u', 'role', 'life']",ham
"['brother', 'transfered', 'lt', 'gt', 'lt', 'gt', 'pa']",ham
"['grandma', 'oh', 'dear', 'u', 'still', 'ill', 'felt', 'shit', 'morning', 'think', 'hungover', 'another', 'night', 'leave', 'sat']",ham
"['hello', 'love', 'went', 'day', 'alright', 'think', 'sweet', 'send', 'jolt', 'heart', 'remind', 'love', 'hear', 'screamed', 'across', 'sea', 'world', 'hear', 'ahmad', 'al', 'hallaq', 'loved', 'owned', 'possessive', 'passionate', 'kiss']",ham
"['enjoy', 'shower', 'possessiveness', 'poured', 'u', 'ur', 'loved', 'one', 'bcoz', 'world', 'lie', 'golden', 'gift', 'loved', 'truly']",ham
"['feb', 'lt', 'gt', 'love', 'u', 'day', 'send', 'dis', 'ur', 'valued', 'frnds', 'evn', '3', 'come', 'back', 'u', 'gt', 'married', 'person', 'u', 'luv', 'u', 'ignore', 'dis', 'u', 'lose', 'ur', 'luv', '4', 'evr']",ham
"['sorry', 'call', 'later']",ham
"['one', 'joy', 'lifeis', 'waking', 'daywith', 'thought', 'somewheresomeone', 'care', 'enough', 'tosend', 'warm', 'morning', 'greeting']",ham
"['cps', 'causing', 'outage', 'conserve', 'energy']",ham
"['fine', 'miss', 'much']",ham
"['home', 'please', 'call']",ham
"['lol', 'oh', 'babe', 'wont', 'sliding', 'place', 'midnight', 'thanks', 'invite']",ham
[],ham
"['call', 'message', 'missed', 'call']",ham
"['whats', 'coming', 'hill', 'monster', 'hope', 'great', 'day', 'thing', 'r', 'going', 'fine', 'busy', 'though']",ham
"['guess', 'somebody', 'know', 'secretly', 'fancy', 'wanna', 'find', 'give', 'u', 'call', '09065394514', 'landline', 'datebox1282essexcm61xn', '150p', 'min', '18']",spam
"['staff', 'science', 'nu', 'edu', 'sg', 'phyhcmk', 'teaching', 'pc1323']",ham
"['87077', 'kick', 'new', 'season', '2wks', 'free', 'goal', 'news', 'ur', 'mobile', 'txt', 'ur', 'club', 'name', '87077', 'eg', 'villa', '87077']",spam
"['askd', 'u', 'question', 'hour', 'answer']",ham
"['way', 'tirupur']",ham
"['though', 'shd', 'go', 'n', 'fun', 'bar', 'town', 'something', 'sound', 'ok']",ham
"['neshanth', 'tel', 'r', 'u']",ham
"['good', 'night', 'going', 'sleep']",ham
"['free', 'entry', '250', 'weekly', 'comp', 'send', 'word', 'enter', '84128', '18', 'c', 'www', 'textcomp', 'com', 'cust', 'care', '08712405020']",spam
"['de', 'looking', 'good']",ham
"['please', 'da', 'call', 'mistake', 'side', 'sorry', 'da', 'pls', 'da', 'goto', 'doctor']",ham
"['heart', 'empty', 'without', 'love', 'mind', 'empty', 'without', 'wisdom', 'eye', 'r', 'empty', 'without', 'dream', 'amp', 'life', 'empty', 'without', 'frnds', 'alwys', 'touch', 'good', 'night', 'amp', 'sweet', 'dream']",ham
"['really', 'quite', 'funny', 'lor', 'wat', 'u', 'shd', 'haf', 'run', 'shorter', 'distance', 'wat']",ham
"['yes', 'really', 'great', 'bhaji', 'told', 'kallis', 'best', 'cricketer', 'sachin', 'world', 'tough', 'get']",ham
"['appt', 'lt', 'time', 'gt', 'fault', 'u', 'listen', 'told', 'u', 'twice']",ham
"['sorry', 'uncle', 'keep', 'touch']",ham
"['ur', 'hmv', 'quiz', 'cash', 'balance', 'currently', '500', 'maximize', 'ur', 'cash', 'send', 'hmv1', '86688', '150p', 'msg']",spam
"['much', 'buzy']",ham
"['cool', 'text', 'head']",ham
"['cutest', 'girl', 'world']",ham
"['free', 'ring', 'tone', 'text', 'polys', '87131', 'every', 'week', 'get', 'new', 'tone', '0870737910216yrs', '1', '50', 'wk']",spam
"['donno', 'scorable']",ham
"['sorry', 'call', 'later']",ham
"['hen', 'night', 'going', 'swing']",ham
"['argh', '3g', 'spotty', 'anyway', 'thing', 'remember', 'research', 'province', 'sterling', 'problem', 'free', 'place', 'looked']",ham
"['turning', 'phone', 'mom', 'telling', 'everyone', 'cancer', 'sister', 'stop', 'calling', 'hurt', 'talk', 'put', 'see', 'u', 'u', 'get', 'home', 'love', 'u']",ham
"['pls', 'give', 'food', 'preferably', 'pap', 'slowly', 'load', 'sugar', 'take', 'hour', 'give', 'water', 'slowly']",ham
"['one', 'issue', 'california', 'okay', 'snow', 'manageable']",ham
"['urgent', 'call', '09066350750', 'landline', 'complimentary', '4', 'ibiza', 'holiday', '10', '000', 'cash', 'await', 'collection', 'sae', 'c', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18']",spam
"['dear', 'denying', 'word', 'please']",ham
"['remains', 'bro', 'amongst', 'bros']",ham
"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'please', 'go', 'http', 'www', 'e', 'tlp', 'co', 'uk', 'expressoffer', 't', 'c', 'apply', 'stop', 'text', 'txt', 'stop', '80062']",spam
"['plan', 'staying', 'night', 'prolly', 'back', 'til', 'late']",ham
"['hard', 'believe', 'thing', 'like', 'say', 'lie', 'think', 'twice', 'saying', 'anything']",ham
"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mobile', 'every', 'week', 'txt', 'nokia', '8077', 'get', 'txting', 'tell', 'ur', 'mate', 'www', 'getzed', 'co', 'uk', 'pobox', '36504', 'w45wq', '16', 'norm150p', 'tone']",spam
"['love', 'aathi', 'love', 'u', 'lot']",ham
"['sad', 'story', 'man', 'last', 'week', 'b', 'day', 'wife', 'nt', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleague', 'wish']",ham
"['say', 'bold', 'torch', 'later', 'one', 'torch', '2bold']",ham
"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'aco', 'entry41', '1000', 'claim', 'txt', 'dis', '87121', '18', '6', '1', '50', 'morefrmmob', 'shracomorsglsuplt', '10', 'ls1', '3aj']",spam
"['hope', 'great', 'day']",ham
"['fine', 'absolutly', 'fine']",ham
"['please', 'tell', 'car', 'key', 'purse']",ham
"['lady', 'first', 'genus', 'second', 'k']",ham
"['weekly', 'cool', 'mob', 'tone', 'ready', 'download', 'week', 'new', 'tone', 'include', '1', 'crazy', 'frog', 'axel', 'f', '2', 'akon', 'lonely', '3', 'black', 'eyed', 'dont', 'p', 'info', 'n']",spam
"['make', '3', '4', 'fuck', 'sake', 'x']",ham
"['v', 'skint', 'fancied', 'bevy', 'waz', 'gona', 'go', 'meet', 'othrs', 'spoon', 'jst', 'bin', 'watchng', 'planet', 'earth', 'sofa', 'v', 'comfey', 'dont', 'make', 'hav', 'gd', 'night']",ham
"['miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']",ham
"['cd', '4u', 'congratulation', 'ur', 'awarded', '500', 'cd', 'gift', 'voucher', '125', 'gift', 'guaranteed', 'freeentry', '2', '100', 'wkly', 'draw', 'xt', 'music', '87066', 'tncs', 'www', 'ldew', 'com1win150ppmx3age16']",spam
"['back', 'brum', 'thanks', 'putting', 'u', 'keeping', 'u', 'happy', 'see', 'soon']",ham
"['wot', 'wed', 'nite', '3', 'til', '9']",ham
"['nt', 'driving', 'even', 'many', 'reason', 'called', 'bbd', 'thts', 'chikku', 'hw', 'abt', 'dvg', 'cold', 'heard', 'tht', 'vinobanagar', 'violence', 'hw', 'condition', 'hw', 'ru', 'problem']",ham
"['yes', 'dont', 'care', 'need', 'bad', 'princess']",ham
"['u', 'today']",ham
"['good', 'friend', 'care', 'close', 'friend', 'understand', 'true', 'friend', 'stay', 'forever', 'beyond', 'word', 'beyond', 'time', 'gud', 'ni8']",ham
"['tell', 'rob', 'mack', 'gf', 'theater']",ham
"['yeah', 'whatever', 'lol']",ham
"['house', 'maid', 'murderer', 'coz', 'man', 'murdered', 'lt', 'gt', 'th', 'january', 'public', 'holiday', 'govt', 'instituitions', 'closed', 'including', 'post', 'office']",ham
"['happened', 'yo', 'date']",ham
"['thanks', 'lovely', 'wisheds', 'rock']",ham
"['10', 'min', 'later', 'k']",ham
"['class', 'hour', 'sorry']",ham
"['yup', 'wun', 'believe', 'wat', 'u', 'really', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']",ham
"['telling', 'tell', 'one', 'treat', 'hi', 'hi', 'hi']",ham
"['contract', 'mobile', '11', 'mnths', 'latest', 'motorola', 'nokia', 'etc', 'free', 'double', 'min', 'text', 'orange', 'tariff', 'text', 'yes', 'callback', 'remove', 'record']",spam
"['let', 'pool', 'money', 'together', 'buy', 'bunch', 'lotto', 'ticket', 'win', 'get', 'lt', 'gt', 'u', 'get', 'lt', 'gt', 'deal']",ham
"['let', 'know', 'detail', 'fri', 'u', 'find', 'co', 'tom', 'fri', 'mentionned', 'chinese', 'thanks']",ham
"['anyway', 'going', 'shopping', 'co', 'si', 'done', 'yet', 'dun', 'disturb', 'u', 'liao']",ham
"['ok', 'lor', 'buy', 'wat']",ham
"['asking', 'u', 'knw', 'nt', 'may', 'ur', 'frnds', 'classmate']",ham
"['hmmm', 'give', 'one', 'day']",ham
"['really', 'good', 'see', 'day', 'dudette', 'missing']",ham
"['kit', 'strip', 'billed', '150p', 'netcollex', 'ltd', 'po', 'box', '1013', 'ig11', 'oja']",spam
"['cause', 'freaky', 'lol']",ham
"['oh', 'grand', 'bit', 'party', 'mention', 'cover', 'charge', 'probably', 'first', 'come', 'first', 'served']",ham
"['thanks', 'ringtone', 'order', 'ref', 'number', 'r836', 'mobile', 'charged', '4', '50', 'tone', 'arrive', 'please', 'call', 'customer', 'service', '09065069154']",spam
"['hi', 'b', 'ard', '4', 'christmas', 'enjoy', 'n', 'merry', 'x', 'ma']",ham
"['k', 'k', 'pa', 'lunch', 'aha']",ham
"['sindu', 'got', 'job', 'birla', 'soft']",ham
"['u', 'ever', 'get', 'song', 'stuck', 'head', 'reason', 'go', 'away', 'til', 'u', 'listen', 'like', '5', 'time']",ham
"['k', 'pick', 'another', '8th', 'done']",ham
"['queen', 'going', 'royal', 'wedding']",ham
"['yup', 'giving', 'problem', 'mayb', 'jus', 'leave']",ham
"['hi', 'home', 'calicut']",ham
"['guess', 'first', 'time', 'created', 'web', 'page', 'www', 'asjesus', 'com', 'read', 'wrote', 'waiting', 'opinion', 'want', 'friend', '1', '1']",spam
"['please', 'sen', 'kind', 'advice', 'please', 'come', 'try']",ham
"['valued', 'vodafone', 'customer', 'computer', 'picked', 'win', '150', 'prize', 'collect', 'easy', 'call', '09061743386']",spam
"['who', 'class']",ham
"['thats', 'cool', 'cum']",ham
"['much', 'got', 'cleaning']",ham
"['compliment', 'away', 'system', 'side']",ham
"['loverboy', 'keep', 'coming', 'queen', 'hmmm', 'ache', 'speak', 'miss', 'desparately']",ham
"['lol', 'need', 'cash', 'nitros', 'hurry', 'come', 'crash']",ham
"['good', 'afternoon', 'boytoy', 'feeling', 'today', 'better', 'hope', 'good', 'boy', 'obedient', 'slave', 'please', 'queen']",ham
"['7', 'lor', 'change', '2', 'suntec', 'wat', 'time', 'u', 'coming']",ham
"['lip', 'synced', 'shangela']",ham
"['pussy', 'perfect']",ham
"['think', 'need', 'going', 'late', 'school', 'night', 'especially', 'one', 'class', 'one', 'missed', 'last', 'wednesday', 'probably', 'failed', 'test', 'friday']",ham
"['coming', 'friday', 'leave', 'pongal', 'get', 'news', 'work', 'place']",ham
['normal'],ham
"['eatin', 'lunch']",ham
"['yar', 'else', 'thk', 'sort', 'funny', 'thing']",ham
['u'],ham
"['cbe', 'really', 'good', 'nowadays', 'lot', 'shop', 'showroom', 'city', 'shaping', 'good']",ham
"['sir', 'waiting', 'call', 'free', 'please', 'call']",ham
"['thought', 'get', 'watch', 'co', 'thats', 'kind', 'thing', 'u', 'get4an18th', 'love', 'much']",ham
"['yep', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'lt', 'gt', 'start', 'hour']",ham
"['sorry', 'call', 'later']",ham
"['missionary', 'hook', 'doggy', 'hook', 'standing']",ham
"['said', 'bad', 'dat', 'e', 'gal', 'know', 'u', 'wat', 'u']",ham
"['yesterday', 'true', 'true']",ham
"['reading', 'text', 'sent', 'meant', 'joke', 'read', 'light']",ham
"['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feel', 'light', 'someone', 'feel', 'heavy', 'someone', 'leaf', 'goodmorning']",ham
"['winner', 'u', 'specially', 'selected', '2', 'receive', '1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810810']",spam
"['hope', 'ur', 'head', 'hurt', '2', 'much', 'ploughing', 'way', 'pile', 'ironing', 'staying', 'chinky', 'tonight', 'come', 'round', 'like']",ham
"['searching', 'good', 'dual', 'sim', 'mobile', 'pa']",ham
"['going', 'ride', 'bike']",ham
"['lmao', 'take', 'pic', 'send']",ham
['standing'],ham
"['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']",ham
"['ok', 'lor', 'anyway', 'thk', 'cant', 'get', 'ticket', 'co', 'like', 'quite', 'late', 'already', 'u', 'wan', '2', 'go', 'look', '4', 'ur', 'frens', 'darren', 'wif']",ham
"['new', 'textbuddy', 'chat', '2', 'horny', 'guy', 'ur', 'area', '4', '25p', 'free', '2', 'receive', 'search', 'postcode', 'gaytextbuddy', 'com', 'txt', 'one', 'name', '89693', '08715500022', 'rpl', 'stop', '2', 'cnl']",spam
"['stitch', 'trouser']",ham
"['ard', '515', 'like', 'dat']",ham
"['zoe', 'hit', '2', 'im', 'fucking', 'shitin', 'il', 'defo', 'try', 'hardest', '2', 'cum', '2morow', 'luv', 'u', 'million', 'lekdog']",ham
"['much', 'buzy']",ham
"['taxt', 'massage', 'tie', 'po', 'argh', 'ok', 'lool']",ham
"['like', 'talk', 'pa', 'able', 'dont', 'know']",ham
"['real', 'baby', 'want', 'bring', 'inner', 'tigress']",ham
"['went', 'project', 'centre']",ham
"['dice', 'art', 'class', '6', 'thru', '9', 'thanks', 'though', 'idea', 'time', 'come', 'tomorrow']",ham
"['loosu', 'go', 'hospital', 'de', 'dont', 'let', 'careless']",ham
"['boo', 'way', 'mom', 'making', 'tortilla', 'soup', 'yummmm']",ham
"['length', 'e', 'e', 'top', 'shorter', 'n', 'got', 'fringe', 'thk', 'going', 'liao', 'lazy', 'dun', 'wan', '2', 'distract', 'u', 'also']",ham
"['many', 'time', 'lose', 'best', 'one', 'bcoz']",ham
"['increase', 'chance', 'winning']",ham
"['avatar', 'supposed', 'subtoitles']",ham
"['staff', 'placement', 'training', 'amrita', 'college']",ham
"['oops', 'phone', 'died', 'even', 'know', 'yeah', 'like', 'better']",ham
"['missed', 'call', 'alert', 'number', 'called', 'left', 'message', '07008009200']",spam
"['people', 'mu', 'table', 'lambda']",ham
"['also', 'thk', 'fast', 'xy', 'suggest', 'one', 'u', 'dun', 'wan', 'ok', 'going', '2', 'rain', 'leh', 'got', 'gd']",ham
"['haha', 'awesome', 'minute']",ham
"['u', 'r', 'much', 'close', 'heart', 'u', 'go', 'away', 'shattered', 'plz', 'stay']",ham
"['call', 'lt', 'gt', 'min', 'thats', 'ok']",ham
"['usually', 'person', 'unconscious', 'child', 'adult', 'may', 'behave', 'abnormally', 'call']",ham
"['able', 'anything']",ham
"['romcapspam', 'everyone', 'around', 'responding', 'well', 'presence', 'since', 'warm', 'outgoing', 'bringing', 'real', 'breath', 'sunshine']",spam
"['think', 'sent', 'text', 'home', 'phone', 'cant', 'display', 'text', 'still', 'want', 'send', 'number']",ham
"['good', 'morning', 'plz', 'call', 'sir']",ham
"['enjoy', 'watching', 'playing', 'football', 'basketball', 'anything', 'outdoors']",ham
"['weightloss', 'girl', 'friend', 'make', 'load', 'money', 'ebay', 'something', 'give', 'thanks', 'god']",ham
"['arm', 'fine', 'cardiff', 'uni']",ham
"['aaooooright', 'work']",ham
"['important', 'customer', 'service', 'announcement', 'premier', 'call', 'freephone', '0800', '542', '0578']",spam
"['raji', 'pls', 'favour', 'pls', 'convey', 'birthday', 'wish', 'nimya', 'pls', 'today', 'birthday']",ham
"['finally', 'came', 'fix', 'ceiling']",ham
"['da', 'intro', 'cover', 'energy', 'trend', 'n', 'pro', 'n', 'con', 'brief', 'description', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'history', 'iter', 'n', 'jet', 'got', 'abt', '7', 'n', 'half', 'page']",ham
"['hi', 'msg', 'office']",ham
"['btw', 'regarding', 'really', 'try', 'see', 'anyone', 'else', '4th', 'guy', 'commit', 'random', 'dude']",ham
"['making', 'dinner']",ham
"['tried', 'contact', 'reply', 'offer', 'video', 'phone', '750', 'anytime', 'network', 'min', 'half', 'price', 'line', 'rental', 'camcorder', 'reply', 'call', '08000930705']",spam
"['yes', 'small', 'kid', 'boost', 'secret', 'energy']",ham
"['hows', 'watch', 'resizing']",ham
"['ok', 'later', 'showing', 'around', '8', '8', '30', 'want', 'cld', 'drink', 'wld', 'prefer', 'spend', 'money', 'nosh', 'mind', 'nxt', 'wk']",ham
"['think', 'thanks', 'see', 'tomo']",ham
"['place', 'man']",ham
