Message,Label
3 received mobile content enjoy,1
r home come within 5 min,0
kindly send one flat lt decimal gt today,0
yo guy ever figure much need alcohol jay trying figure much safely spend weed,0
horrible bf v hungry,0
k give sec breaking lt gt cstore,0
lookatme thanks purchase video clip lookatme charged 35p think better send video mmsto 32323,1
dear voucher holder claim week offer pc please go http www wtlp co uk text t c apply,1
awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,0
fr ndship like needle clock though v r clock v r nt able 2 met evn v meet itz 4few second bt v alwys stay conected gud 9t,0
entered cabin pa said happy b day bos felt special askd 4 lunch lunch invited apartment went,0
g want know fuck,0
get ten billion call text help god,0
kallis home ground amla home town durban,0
lol take member said aunt flow visit 6 month cause developed ovarian cyst bc way shrink,0
congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,1
pick bout 7 30ish time going,0
good find way,0
u guy never invite anywhere,0
huh mean computational science like dat one push n,0
whatever im pretty pissed,0
staff placement training amrita college,0
free msg sorry service ordered 81303 could delivered sufficient credit please top receive service,1
say give call friend got money definitely buying end week,0
plz note anyone calling mobile co amp asks u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,0
ha ha popped loo hello ed hello,0
seen facebook huh lol,0
shopping lor raining mah hard 2 leave orchard,0
still playing gautham,0
waiting machan call free,0
pls need dat slowly vomit,0
would really appreciate call need someone talk,0
freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd 25p optout txt stop 83021 reply date,1
good good job like entrepreneur,0
sez hows u de arab boy hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx,0
double min txts orange 1 2 price linerental motorola sonyericsson b tooth free nokia free call mobileupd8 08000839402 or2optout hv9d,1
fetch yun u fetch,0
december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,1
cab available pick drop door step,0
much dirty fellow,0
aiyo bit pai seh ü noe scared dun rem die hee become better lookin oredi leh,0
yo jp hungry like mofo,0
real tho suck even cook whole electricity hungry,0
like shaking booty dance floor,0
g class early tomorrow thus trying smoke lt gt,0
moby pub quiz win 100 high street prize u know new duchess cornwall txt first name 82277 unsub stop 1 50 008704050406 sp,1
sending greeting joy happiness gr8 evening,0
urgent please call 09061213237 landline 5000 cash luxury 4 canary island holiday await collection c sae po box 177 m227xy 150ppm 16,1
lol yes friendship hanging thread cause u buy stuff,0
free2day sexy st george day pic jordan txt pic 89080 dont miss every wk saucy celeb 4 pic c pocketbabe co uk 0870241182716 3 wk,1
ok dear call chechi,0
sorry call later,0
mila age23 blonde new uk look sex uk guy u like fun text mtalk 69866 18 30pp txt 1st 5free 1 50 increment help08718728876,1
hey sathya till dint meet even single time saw situation sathya,0
hour went hair cut,0
nope b going 2 sch fri quite early lor co mys si got paper da morn,0
captain room,0
wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,0
regret inform u nh made mistake u never actually born please report 2 yor local hospital 2b terminated r sorry 4 inconvenience,0
love,0
tell thinking plus going stop run,0
free message activate 500 free text message replying message word free term condition visit www 07781482378 com,1
hello handsome finding job lazy working towards getting back net mummy boytoy miss,0
notice like looking shit mirror youre turning right freak,0
going film 2day da 6pm sorry da,0
yes chatting,0
congratulation ur awarded either yr supply cd virgin record mystery gift guaranteed call 09061104283 t c www smsco net 1 50pm approx 3mins,1
bishan lei tot ü say lavender,0
thanks da thangam feel happy dear also miss da,0
mobile customer may claim free camera phone upgrade pay go sim card loyalty call 0845 021 3680 offer end 28thfeb c apply,1
hope great day,0
feel like trying kadeem v,0
meeting u work tel shall work tomorrow,0
want new video phone 750 anytime network min half price line rental free text 3 month reply call 08000930705 free delivery,1
hi petey noi ok wanted 2 chat coz avent spoken 2 u 4 long time hope ur doin alrite good nit j love ya x,0
hi way u 2day normal way real ur unique hope know u 4 rest mylife hope u find wot lost,0
started searching get job day great potential talent,0
wait till end march el nino get oh,0
hello love go day wish well fine babe hope find job prospect miss boytoy teasing kiss,0
bill 3 33 65 thats bad,0
give sec think think,0
look like found something smoke great job,0
urgent mobile 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362220 asap box97n7qp 150ppm,1
nice line said broken heart plz cum 1 time infront wise trust u good 9t,0
place ur point e culture module already,0
jay want work first 4 sound,0
know dad back,0
good stuff,0
gone get info bt dont know,0
believe true incredible txts reply g learn truly amazing thing blow mind o2fwd 18p txt,1
sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 1 50 sp tyrone,1
aiyah ok wat long got improve already wat,0
hey chief give bell get need talk royal visit 1st june,0
good evening sir al salam wahleykkum sharing happy news grace god got offer tayseer tissco joined hope fine inshah allah meet sometime rakhesh visitor india,0
babe fucking love know fuck good hear voice need crave get enough adore ahmad kiss,0
new address apple pair malarky,0
aight plan come later tonight,0
run away frm u walk slowly amp kill u care enough stop,0
sch neva mind u eat 1st lor,0
tunji queen wishing great day abiola,0
ree entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate c apply 08452810073 detail 18,1
tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery,1
hey want crave miss need love ahmad saeed al hallaq,0
helloooo wake sweet morning welcome enjoy day full joy gud mrng,0
pick 5 15pm go taunton still want come,0
dude im longer pisces im aquarius,0
2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min bt national rate,1
wish u feel alone,0
worry finished march ish,0
oh getting even u u,0
spring coming early yay,0
ducking chinchilla,0
take care financial problem help,0
serious money base,0
one teach ship car,0
keep ten r shelf buy two egg,0
see film,0
hhahhaahahah rofl wtf nig leonardo room something,0
well general price lt gt oz let know much want,0
take small dose tablet fever,0
none nowhere ikno doesdiscount shitinnit,0
hard true much show amp express love someone much hurt leave get seperated 鈥 〨ud evening,0
got tallent wasting,0
nt driving even many reason called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem,0
work please call,0
call germany 1 penny per minute call fixed line via access number 0844 861 85 85 prepayment direct access www telediscount co uk,1
registered sinco payee log icicibank com enter urn lt gt confirm beware fraud share disclose urn anyone,0
dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,0
mmmm fuck fair know weakness grin push knee expose belly pull head forget know wicked smile,0
sign maturity start saying big thing actually start understanding small thing nice evening bslvyl,0
thought put back box,0
ur balance 600 next question complete landmark big bob b barry c ben text b c 83738 good luck,1
wanna watch movie,0
thanks ringtone order reference number x29 mobile charged 4 50 tone arrive please call customer service 09065989180,1
thread wishlist section forum ppl post nitro request start last page collect bottom,0
wif family booking tour package,0
lol oh got friend dog,0
world running still maybe feeling admit mad correction let call life keep running world may u r also running let run,0
zoe hit 2 im fucking shitin il defo try hardest 2 cum 2morow luv u million lekdog,0
solve case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir sleeping murder took place 4 cook cooking 5 gardener picking vegetable 6 house maid went 2 post office 7 child went 2 play 8 neighbour went 2 marriage police arrested murderer immediately reply reason u r brilliant,0
part checking iq,0
u call lunch,0
hows watch resizing,0
hey something came last min think wun signing tmr hee,0
dont thnk wrong calling u,0
ü login dat time dad fetching ü home,0
send pic like,0
usual u call ard 10 smth,0
hi da today class,0
horrible u eat mac eat u forgot abt already rite u take long 2 reply thk toot b4 b prepared wat shall eat,0
anything lor juz u lor,0
eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munsters exorcist twilight www getzed co uk pobox36504w45wq 150p,1
meet lunch la,0
gonna say sorry would normal starting panic time sorry seeing tuesday,0
actually deleted old website blogging magicalsongs blogspot com,0
anyone call treadmill say buy make sure working found ad craigslist selling lt gt,0
spoon okay,0
claire havin borin time alone u wanna cum 2nite chat 09099725823 hope 2 c u luv claire xx call 1 minmoremobsemspobox45po139wa,1
different style,0
arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite,0
guess somebody know secretly fancy wanna find give u call 09065394514 landline datebox1282essexcm61xn 150p min 18,1
free ring tone text polys 87131 every week get new tone 0870737910216yrs 1 50 wk,1
cool tyler take gonna buy drop place later tonight total order quarter got enough,0
urgh coach hot smell chip fat thanks especially duvet predictive text word,0
love aathi love u lot,0
waiting e car 4 mum lor u leh reach home already,0
ummmmmaah many many happy return day dear sweet heart happy birthday dear,0
never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning,0
still havent collected dough pls let know go place sent get control number,0
hi darlin im missin u hope good time u back time u give call home jess xx,0
made eta taunton 12 30 planned hope still okday good see xx,0
sm service inclusive text credit pls gotto www comuk net login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk 220cm2 9ae,1
issue right ill fix tomorrow,0
fine sends greeting,0
ok lor msg b4 u call,0
getting anywhere damn job hunting,0
promotion number 8714714 ur awarded city break could win 200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawk age16 1 50perwksub,1
gud ni8 dear slp well take care swt dream muah,0
goal arsenal 4 henry 7 v liverpool 2 henry score simple shot 6 yard pas bergkamp give arsenal 2 goal margin 78 min,1
oh way food fridge want go meal tonight,0
500 free text msg text ok 80488 credit account,1
2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min bt national rate,1
significance,0
dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tc sae box326 cw25wx 150ppm,1
new theory argument win situation loses person dont argue ur friend kick amp say always correct,0
oh dang mean send lol,0
sorry call later,0
k eng rocking ash,0
yes think office lap room think thats last day didnt shut,0
kinda first one get twelve aah speak tomo,0
asked anthony dad bf,0
congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,1
lol grr mom taking forever prescription pharmacy like 2 minute away ugh,0
ask say please message,0
want new video phone750 anytime network min 150 text five pound per week call 08000776320 reply delivery tomorrow,1
macha dont feel upset assume mindset believe one evening wonderful plan u let life begin call anytime,0
k roommate also want dubsack another friend may also want plan bringing extra tell know sure,0
dunno dat wat told ok lor,0
ok,0
themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap 82468,1
cant pick phone right pls send message,0
quite know still get hold anyone cud pick bout 7 30pm see pub,0
cant u try new invention fly joking,0
babe got enough money pick bread milk give back get home,0
call 09094100151 use ur min call cast 10p min mob vary service provided aom gbp5 month aom box61 m60 1er u stop age 18,1
reaching home 5 min,0
haf enuff space got like 4 mb,0
1000 flirting txt girl bloke ur name age eg girl zoe 18 8007 join get chatting,1
yep derek house see sunday lt 3,0
thanks picking trash,0
get tomorrow send,0
thanks vote sing along star karaoke mobile free link reply sing,1
u 447801259231 secret admirer looking 2 make contact u find r reveal think ur special call 09058094597,1
seeing missed call dear brother gr8 day,0
leaving house,0
wine flowing nevering,0
awesome lemme know whenever around,0
yes please swimming,0
urgent trying contact u today draw show 800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs,1
babe miiiiiiissssssssss need crave geeee sad without babe love,0
sure see come bit,0
sorry call later,0
e person e sm survey,0
rofl betta invest anti aging product,0
free entry 250 weekly competition text word win 80086 18 c www txttowin co uk,1
u haf 2 keep busy,0
thk 530 lor dunno get ticket wat u,0
yeah whatever lol,0
2nd time tried contact u u 400 prize 2 claim easy call 087104711148 10p per minute bt national rate,1
many happy return day wish happy birthday,0
yes thought thanks,0
noice text,0
way ur home,0
hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,1
get library,0
ok tell half hr b4 u come need 2 prepare,0
birthday feb lt gt da,0
oh ok prob,0
hi spoke maneesha v like know satisfied experience reply toll free yes,0
wow love sooo much know barely stand wonder day go well love think miss,0
88066 88066 lost 3pound help,1
sorry meeting call later,0
taking italian food pretty dress panty,0
yes reg ciao,0
know god created gap finger one made come amp fill gap holding hand love,0
yes ammae life take lot turn sit try hold steering,0
reached sch already,0
hey babe saw came online second disappeared happened,0
friendship game play word say start march end may tomorrow yesterday today e,0
chk ur belovd m dict,0
hi kate evening hope see tomorrow bit bloody babyjontet txt back u xxx,0
crazy ar married ü like gd looking guy frens like say korean leona fave dun thk aft thinking mayb prob go,0
well done england get official poly ringtone colour flag yer mobile text tone flag 84199 opt txt eng stop box39822 w111wx 1 50,1
appt lt time gt fault u listen told u twice,0
hey booked 2 lesson sun liao,0
guess could good excuse lol,0
jus came back fr lunch wif si u leh,0
prob send email,0
hey angry reply dr,0
wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,0
tkts euro2004 cup final 800 cash collect call 09058099801 b4190604 pobox 7876150ppm,1
pete please ring meive hardly gotany credit,0
sex ur mobile free sexy pic jordan text babe 88600 every wk get sexy celeb pocketbabe co uk 4 pic 16 3 wk 087016248,1
reach ur home lt gt minute,0
7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear,0
time come tomorrow,0
tell make little spreadsheet track whose idea smoke determine smoke much entire month february come,0
cool fun practicing making baby,0
lot happened feel quiet beth aunt charlie working lot helen mo,0
ur awarded city break could win 200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawk age16 1 50perwksub,1
glad see reply,0
guaranteed 1000 cash 2000 prize claim yr prize call customer service representative,1
send bec temple na,0
b late love mum,0
u turn heater heater set lt gt degree,0
hey free call,0
ü got wat buy tell u ü need come,0
weekend fine excuse much decorating,0
pick drop car problem,0
course guess god got hold right,0
hi di yijue meeting 7 pm esaplanade tonight,0
ok ok ok whats ur today plan,0
problem,0
japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike,0
u subscribed best mobile content service uk 3 per ten day send stop 83435 helpline 08706091795,1
8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate www getzed co uk pobox 36504 w4 5wq norm 150p tone 16,1
mostly like,0
honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack joke gm gn ge gn,0
hope pee burn tonite,0
u still plumber tape wrench could borrow,0
double min 1000 txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout hf8,1
plan yet,0
make 3 4 fuck sake x,0
anyways go gym whatever love smile hope ok good day babe miss much already,0
thats cool sometimes slow gentle sonetimes rough hard,0
guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18,1
v nice 2 sheffield tom 2 air opinion category 2 b used 2 measure ethnicity next census busy transcribing,0
hello boytoy made home constant thought love hope nice visit wait till come home kiss,0
07801543489 guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 tc llc ny usa 150p mt msgrcvd18,1
probably couple hour top,0
daddy take good care,0
nah think go usf life around though,0
derek done class,0
k ill drink pa need sr model pls send mail id pa,0
telling tell one treat hi hi hi,0
dunno lei shd b driving lor co go sch 1 hr oni,0
actually first time went bed long spoke woke 7 night,0
tiime let hug break tear,0
yo chad gymnastics class wanna take site say christian class full,0
love know feel make belly warm wish love shall meet dream ahmad adoring kiss,0
dhoni luck win big title win,0
unless situation go gurl would appropriate,0
filthy story girl waiting,1
two fundamental cool life walk like king walk like dont care whoever king gud nyt,0
got seventeen pound seven hundred ml hope ok,0
u reckon need 2 arrange transport u thanks,0
dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,0
free tone hope enjoyed new content text stop 61610 unsubscribe help 08712400602450p provided tones2you co uk,1
dont know oh hopefully month,0
mean february april getting place stay hustle back forth audition season since sister moved away harlem,0
4 taco 1 raja burrito right,0
beauty sleep help ur pimple,0
let pool money together buy bunch lotto ticket win get lt gt u get lt gt deal,0
hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx call 1 minmobsmorelkpobox177hp51fl,1
natalja 25 f inviting friend reply yes 440 440 see www sm ac u nat27081980 stop send stop frnd 62468,1
0a network allow company bill sm responsible supplier shop give guarantee sell b g,1
yeah get random dude need change info sheet party lt gt 7 never study safe,0
aiyar dun disturb u liao thk u lot 2 aft ur cupboard come,0
dont know exactly could ask chechi,0
ding ya break fassyole blacko londn,0
cheer u tex mecause u werebored yeah okden hunny r uin wk sat sound likeyour havin gr8fun j keep updat countinlots loveme xxxxx,0
anything lar ü going home 4 dinner,0
k give kvb acc detail,0
arun u transfr amt,0
free message jamster get crazy frog sound poly text mad1 real text mad2 88888 6 crazy sound 3 gbp week 16 c apply,1
adult would learn experience real danger dont like peep using drug dont need comment,0
dunno let go learn pilate,0
kind missed train co asthma attack nxt one half hr driving sure park,0
sorry call later meeting,0
call later network urgnt sm,0
chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,0
sorry call later,0
right wasnt phoned someone number like,0
mmmmm sooooo good wake word morning love mmmm fuck love lion devouring kiss across sea,0
mila age23 blonde new uk look sex uk guy u like fun text mtalk 69866 18 30pp txt 1st 5free 1 50 increment help08718728876,1
new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy com txt one name 89693 08715500022 rpl stop 2 cnl,1
yes rent expensive way save,0
home please call,0
congratulation ore mo owo wa enjoy wish many happy moment fro wherever go,0
co want thing,0
smoking people use wylie smoke much justify ruining shit,0
cool text head,0
meeting call later,0
way going back,0
yup,0
heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream,0
nvm going wear sport shoe anyway going late leh,0
yes da plm ur office,0
like dis sweater fr mango size already irritating,0
sorry call later,0
tomorrow going theatre come wherever u call tell come tomorrow,0
also know lunch menu da know,0
done,0
gal n boy walking park gal hold ur hand boy u think would run away gal jst wana c feel walking heaven prince gn,0
hello saturday go texting see decided anything tomo trying invite anything,0
need strong arm,0
good evening ttyl,0
free msg get gnarl barkley crazy ringtone totally free reply go message right,1
good afternoon starshine boytoy crave yet ache fuck sip cappuccino miss babe teasing kiss,0
yup wun believe wat u really neva c e msg sent shuhui,0
valentine game send dis msg ur friend 5 answer r someone really love u ques colour suit best,0
still game,0
dont thnk wrong calling u,0
may call later pls,0
uncle g checking rewarding month,0
k might come tonight class let early,0
free message thanks using auction subscription service 18 150p msgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270,1
oic co n si got lunch today dad went dunno whether 2 eat sch wat,0
able sleep,0
leave u always ignorant,0
ready big day tomorrow,0
ü neva tell noe home da aft wat,0
think fixed send test message,0
told everything stop dont let get dehydrated,0
yeah probably swing roommate finish girl,0
brother genius,0
hard live 121 chat 60p min choose girl connect live call 09094646899 cheap chat uk biggest live service vu bcm1896wc1n3xx,1
ü ask dad pick ü lar ü wan 2 stay 6 meh,0
download clear movie dvd copy,0
sister cleared two round birla soft yesterday,0
sorry call later meeting,0
dont want hear anything,0
uncle timi help clearing car,0
dare ask luck sorting car,0
ü call 10 10 make sure dat woken,0
oh k come tomorrow,0
lunch come quickly open door,0
got another job one hospital data analysis something start monday sure thesis got finished,0
networking job,0
im gonnamissu much would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,0
idc get weaseling way shit twice row,0
yup n fren lor meeting fren 730,0
call plz number show coveragd area urgnt call vasai amp reach 4 clock call plz,0
good night dear sleepwell amp take care,0
feathery bowa something guy know,0
town v important,0
oh god found number glad text back xafter msg cst std ntwk chg 1 50,1
wat time r ü going xin hostel,0
alright bring see like lt gt min,0
7 lor change 2 suntec wat time u coming,0
good need drug,0
sorry call later,0
mean website yes,0
lyricalladie 21 f inviting friend reply yes 910 910 see www sm ac u hmmross stop send stop frnd 62468,1
u secret admirer looking 2 make contact u find r reveal think ur special call 09058094594,1
minor shindig place later tonight interested,0
way home long dry spell season would,0
gonna get rimac access,0
lt gt buck bank fee fixed better call bank find,0
dun wear jean lor,0
cinema plus drink appeal tomo fr thriller director like mac 8 30,0
nothing u dinner w u,0
six chance win cash 100 20 000 pound txt csh11 send 87575 cost 150p day 6days 16 tsandcs apply reply hl 4 info,1
network operator service free c visit 80488 biz,1
babe love cover face kiss,0
come tomorrow di,0
k sure consent form v,0
joy father john john name joy father mandan,0
haf u found feel stupid da v cam working,0
also piece,0
r u sure understand wine good idea slurp,0
ill lt gt ok,0
bluray player,0
hank lotsly,0
awesome deal gate charles told last night uh yeah,0
shower baby,0
get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 www ringtones co uk original n best tone 3gbp network operator rate apply,1
wish,0
send id password,0
home please call,0
sry talk phone parent,0
ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh,0
1 new voicemail please call 08719181513,1
ok great thanx lot,0
wat ü,0
time ur flight tmr,0
told dr appt next week think gonna die told check nothing worried listen,0
message responce happend,0
aiyo lesson early still sleepin haha okie u go home liao den confirm w lor,0
oh really perform write paper go movie home midnight huh,0
carlos taking sweet time usual let know patty done want smoke tell haul as,0
like think always possibility pub later,0
know msg recently,0
competition,0
think chennai well settled,0
opening mca,0
mobile 10 mths update latest camera video phone free keep ur number get extra free min text text yes call,1
yes tv always available work place,0
stalking u,0
message important information o2 user today lucky day 2 find log onto http www urawinner com fantastic surprise awaiting,1
lick every drop ready use mouth well,0
haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight,0
one small prestige problem,0
important information 4 orange user today lucky day 2find log onto http www urawinner com fantastic surprise awaiting,1
haha kidding papa need drug,0
double eviction week spiral michael good riddance,0
nothing got msg frm tht unknown,0
ya telling abt tht incident,0
time want come,0
still chance search hard get let try,0
look fuckin time fuck think,0
wet right,0
captain vijaykanth comedy captain tv drunken,0
sweetheart hope kind day one load reason smile biola,0
ok thk got u wan 2 come wat,0
pub,0
really sorry lit hair fire,0
every monday nxt week vl completing,0
great escape fancy bridge need lager see tomo,0
got mail panren paru,0
u reach orchard already u wan 2 go buy ticket first,0
lol knew saw dollar store,0
lol need cash nitros hurry come crash,0
open door,0
dear sir salam alaikkum pride pleasure meeting today tea shop pleased send contact number qatar rakhesh indian pls save number respectful regard,0
hi darlin kate u doin somethin tonight im going pub called swan something parent one drink phone u,0
except there chick huge boob,0
come sec somebody want see,0
nothing much chillin home super bowl plan,0
r going lt gt bus,0
maybe westshore hyde park village place near house,0
yoyyooo u know change permission drive mac usb flash drive,0
lil fever fine,0
pls dont forget study,0
jus finish bathing,0
dear u invited xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18 yr,1
take something pain move however side next 6hrs see doctor,0
idk keep saying since moved keep butting head freedom v responsibility tired much shit deal barely keeping together get added,0
said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife,0
misplaced number sending text old number wondering heard year best mcat got number atlanta friend,0
yeah go bored depressed sittin waitin phone ring hope wind drop though scary,0
tel software name,0
wait 2 min stand bus stop,0
yeah leave couple minute amp let know get mu,0
hai ana tomarrow coming morning lt decimal gt ill sathy go rto office reply came home,0
ummma call check life begin qatar pls pray hard,0
dear reache room,0
yun buying school got offer 2000 plus,0
try neva mate,0
da vijay going talk jaya tv,0
lolnice went fish water,0
customer service announcement recently tried make delivery unable please call 07099833605 schedule ref 9280114,1
someone u know asked dating service 2 contact cant guess call 09058095107 revealed pobox 7 s3xy 150p,1
thinked first time saw class,0
japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike,0
promise getting soon text morning let know made ok,0
oh fuck sake like tallahassee,0
excellent spent lt gt year air force iraq afghanistan stable honest like traveling,0
working eye philosophy text u later bit free chat,0
sir receive account another 1hr time sorry delay,0
lei,0
awesome gonna soon later tonight,0
pathaya enketa maraikara pa,0
castor need see something,0
santa calling would little one like call santa xmas eve call 09058094583 book time,1
tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas,0
oh god almost home,0
yes replied mail going management office later plus bank later also wednesday,0
back amp packing car let know room,0
spend day waiting ideal path appear front u forget path made walking waiting goodnight,0
still looking car buy gone 4the driving test yet,0
k k college,0
done handed celebration full swing yet,0
dating two started sent text talk sport radio last week connection think coincidence,1
free game get rayman golf 4 free o2 game arcade 1st get ur game setting reply post save activ8 press 0 key arcade termsapply,1
k u also dont msg reply msg,0
ü ready call,0
18 day euro2004 kickoff u kept informed latest news result daily unsubscribe send get euro stop 83222,1
omg could snow tonite,0
time month mid time,0
nationwide auto centre something like newport road liked,0
wnt buy bmw car urgently vry urgent hv shortage lt gt lac source arng dis amt lt gt lac thats prob,0
k sent,0
well keep mind got enough gas one round trip barring sudden influx cash,0
sir need axis bank account bank address,0
one good partnership going take lead,0
alright omw gotta change order half8th,0
saying explicitly told nora know someone probably gonna bother,0
nokia phone lovly,0
india going draw series many year south african soil,0
want kfc tuesday buy 2 meal 2 gravy 2 mark 2,0
2 student solved cat question xam 5 3 2 lt gt 9 2 4 lt gt 8 6 3 lt gt 7 2 5 tell answer u r brilliant 1thing got answr,0
also sorta blown couple time recently id rather text blue looking weed,0
gud mrng dear hav nice day,0
call,0
thursday night yeah sure thing work,0
know mood today,0
want new video phone 600 anytime network min 400 inclusive video call downloads 5 per week free deltomorrow call 08002888812 reply,1
urgent please call 09061743810 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae c box 326 cw25wx 150 ppm,1
pay like lt gt yr difficult,0
lol please actually send pic right wanna see pose comb hair dryer something,0
urgent mobile number awarded 2000 bonus caller prize call 09058095201 land line valid 12hrs,1
thanks keep mind,0
ahhh work vaguely remember feel like lol,0
gettin rdy ship comp,0
making dinner,0
aight still want get money,0
ur awarded city break could win 200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawk age16 1 50perwksub,1
directly behind abt 4 row behind ü,0
love come took long leave zaher got word ym happy see sad left miss,0
eat fo lunch senor,0
yes fine,0
haha dont angry take practice real thing,0
u buy newspaper already,0
2004 account 07xxxxxxxxx show 786 unredeemed point claim call 08719181259 identifier code xxxxx expires 26 03 05,1
meet ü 5 4 depends ü wan 2 lor,0
eh den sat u book e kb liao huh,0
finally ready fyi,0
hi darlin youphone im athome youwanna chat,0
please give u connection today lt decimal gt refund bill,0
sore throat scratch talk,0
yo dude guess got arrested day,0
meet soon princess ttyl,0
miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win,0
urgent 4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost 1 50 pm max10mins,1
enjoy urself tmr,0
thanx,0
chosen receive 350 award pls call claim number 09066364311 collect award selected receive valued mobile customer,1
free top ringtone sub weekly ringtone get 1st week free send subpoly 81618 3 per week stop sm 08718727870,1
love decision feeling could decide love life would much simpler le magical,0
trying weekend v,0
pls full name joke school co fee university florida seem actually lt gt k pls holla back,0
sorry vikky watching olave mandara movie kano trishul theatre wit frnds,0
told hr want posting chennai working,0
alright babe justthought sayhey u doin nearly endof wk offdam nevamind 2hook sn uwant m8 lovejen x,0
nothin come mind ü help buy hanger lor ur laptop heavy,0
challenge know,0
wishing wonderful week,0
lt gt w jetton ave forgot,0
ok lar double check wif da hair dresser already said wun cut v short said cut look nice,0
trip ok quite tiring lor uni start today ok 4 co taking module jus concentrating final yr project,0
hi neva worry bout da truth coz truth lead 2 ur heart least unique person like u deserve sleep tight morning,0
common hearin r u wat r u ur day let ask u something different u smile today gud evng,0
santa calling would little one like call santa xmas eve call 09077818151 book time calls1 50ppm last 3mins 30 c www santacalling com,1
great new offer double min double txt best orange tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt c,1
popping lt gt ibuprofen help,0
sent wife text buy tell relax go get wkend,0
storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one 4get name person bt girlfrnd g n g h,0
tired special,0
wamma get laid want real doggin location sent direct mobile join uk largest dogging network txt dog 69696 nyt ec2a 3lp 1 50 msg,1
nite nite pocay wocay luv u n e thing 4eva promise ring u 2morrowxxxx,0
